Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Friday 20.8.2021 10:00;No metering data available for this period;1,08;15,70
Friday 20.8.2021 11:00;No metering data available for this period;0,31;16,00
Friday 20.8.2021 12:00;No metering data available for this period;0,29;16,20
Friday 20.8.2021 13:00;No metering data available for this period;1,04;17,10
Friday 20.8.2021 14:00;No metering data available for this period;0,35;19,00
Friday 20.8.2021 15:00;No metering data available for this period;0,54;19,50
Friday 20.8.2021 16:00;No metering data available for this period;1,63;19,80
Friday 20.8.2021 17:00;No metering data available for this period;0,53;19,90
Friday 20.8.2021 18:00;No metering data available for this period;0,54;19,00
Friday 20.8.2021 19:00;No metering data available for this period;1,13;17,20
Friday 20.8.2021 20:00;No metering data available for this period;0,91;15,90
Friday 20.8.2021 21:00;No metering data available for this period;0,89;14,50
Friday 20.8.2021 22:00;0,57;No metering data available for this period;12,80
Friday 20.8.2021 23:00;0,60;No metering data available for this period;12,10
Saturday 21.8.2021 00:00;0,40;No metering data available for this period;11,70
Saturday 21.8.2021 01:00;0,35;No metering data available for this period;11,30
Saturday 21.8.2021 02:00;1,07;No metering data available for this period;10,80
Saturday 21.8.2021 03:00;0,34;No metering data available for this period;10,50
Saturday 21.8.2021 04:00;0,33;No metering data available for this period;10,40
Saturday 21.8.2021 05:00;0,33;No metering data available for this period;10,50
Saturday 21.8.2021 06:00;1,10;No metering data available for this period;10,80
Saturday 21.8.2021 07:00;No metering data available for this period;0,30;11,70
Saturday 21.8.2021 08:00;No metering data available for this period;1,31;13,50
Saturday 21.8.2021 09:00;No metering data available for this period;1,78;14,30
Saturday 21.8.2021 10:00;No metering data available for this period;0,47;12,60
Saturday 21.8.2021 11:00;No metering data available for this period;1,38;13,20
Saturday 21.8.2021 12:00;No metering data available for this period;1,02;15,70
Saturday 21.8.2021 13:00;No metering data available for this period;0,37;17,40
Saturday 21.8.2021 14:00;No metering data available for this period;1,50;17,80
Saturday 21.8.2021 15:00;No metering data available for this period;0,51;19,00
Saturday 21.8.2021 16:00;No metering data available for this period;1,42;18,80
Saturday 21.8.2021 17:00;No metering data available for this period;2,20;19,40
Saturday 21.8.2021 18:00;No metering data available for this period;1,48;17,50
Saturday 21.8.2021 19:00;No metering data available for this period;0,57;16,40
Saturday 21.8.2021 20:00;No metering data available for this period;0,49;15,60
Saturday 21.8.2021 21:00;No metering data available for this period;0,69;14,70
Saturday 21.8.2021 22:00;0,99;No metering data available for this period;13,80
Saturday 21.8.2021 23:00;0,37;No metering data available for this period;13,20
Sunday 22.8.2021 00:00;0,93;No metering data available for this period;13,10
Sunday 22.8.2021 01:00;0,53;No metering data available for this period;13,00
Sunday 22.8.2021 02:00;0,29;No metering data available for this period;13,00
Sunday 22.8.2021 03:00;0,48;No metering data available for this period;13,00
Sunday 22.8.2021 04:00;0,32;No metering data available for this period;12,90
Sunday 22.8.2021 05:00;1,17;No metering data available for this period;12,50
Sunday 22.8.2021 06:00;0,30;No metering data available for this period;12,10
Sunday 22.8.2021 07:00;No metering data available for this period;1,05;12,40
Sunday 22.8.2021 08:00;No metering data available for this period;0,38;13,00
Sunday 22.8.2021 09:00;No metering data available for this period;1,18;14,40
Sunday 22.8.2021 10:00;No metering data available for this period;1,44;15,90
Sunday 22.8.2021 11:00;No metering data available for this period;0,88;16,90
Sunday 22.8.2021 12:00;No metering data available for this period;0,33;16,80
Sunday 22.8.2021 13:00;No metering data available for this period;1,11;16,40
Sunday 22.8.2021 14:00;No metering data available for this period;0,36;16,80
Sunday 22.8.2021 15:00;No metering data available for this period;1,20;17,20
Sunday 22.8.2021 16:00;No metering data available for this period;1,57;17,30
Sunday 22.8.2021 17:00;No metering data available for this period;0,57;17,30
Sunday 22.8.2021 18:00;No metering data available for this period;1,54;17,80
Sunday 22.8.2021 19:00;No metering data available for this period;1,07;17,10
Sunday 22.8.2021 20:00;No metering data available for this period;0,57;15,70
Sunday 22.8.2021 21:00;No metering data available for this period;0,53;15,10
Sunday 22.8.2021 22:00;1,29;No metering data available for this period;14,40
Sunday 22.8.2021 23:00;0,38;No metering data available for this period;13,60
Monday 23.8.2021 00:00;0,33;No metering data available for this period;13,30
Monday 23.8.2021 01:00;1,10;No metering data available for this period;13,00
Monday 23.8.2021 02:00;0,31;No metering data available for this period;12,50
Monday 23.8.2021 03:00;0,30;No metering data available for this period;12,20
Monday 23.8.2021 04:00;0,99;No metering data available for this period;11,90
Monday 23.8.2021 05:00;0,30;No metering data available for this period;11,80
Monday 23.8.2021 06:00;0,53;No metering data available for this period;11,50
Monday 23.8.2021 07:00;No metering data available for this period;0,49;11,30
Monday 23.8.2021 08:00;No metering data available for this period;1,11;11,50
Monday 23.8.2021 09:00;No metering data available for this period;0,69;12,50
Monday 23.8.2021 10:00;No metering data available for this period;0,97;13,20
Monday 23.8.2021 11:00;No metering data available for this period;1,11;13,70
Monday 23.8.2021 12:00;No metering data available for this period;1,07;14,50
Monday 23.8.2021 13:00;No metering data available for this period;0,38;15,30
Monday 23.8.2021 14:00;No metering data available for this period;0,36;15,40
Monday 23.8.2021 15:00;No metering data available for this period;1,14;15,50
Monday 23.8.2021 16:00;No metering data available for this period;0,34;15,20
Monday 23.8.2021 17:00;No metering data available for this period;0,69;15,20
Monday 23.8.2021 18:00;No metering data available for this period;0,90;14,10
Monday 23.8.2021 19:00;No metering data available for this period;4,66;13,30
Monday 23.8.2021 20:00;No metering data available for this period;2,08;12,40
Monday 23.8.2021 21:00;No metering data available for this period;1,19;11,90
Monday 23.8.2021 22:00;1,25;No metering data available for this period;11,20
Monday 23.8.2021 23:00;1,16;No metering data available for this period;10,40
Tuesday 24.8.2021 00:00;0,34;No metering data available for this period;10,10
Tuesday 24.8.2021 01:00;1,15;No metering data available for this period;9,60
Tuesday 24.8.2021 02:00;0,48;No metering data available for this period;9,30
Tuesday 24.8.2021 03:00;0,47;No metering data available for this period;9,40
Tuesday 24.8.2021 04:00;1,13;No metering data available for this period;9,40
Tuesday 24.8.2021 05:00;0,88;No metering data available for this period;9,50
Tuesday 24.8.2021 06:00;1,40;No metering data available for this period;9,60
Tuesday 24.8.2021 07:00;No metering data available for this period;0,87;9,90
Tuesday 24.8.2021 08:00;No metering data available for this period;1,17;10,50
Tuesday 24.8.2021 09:00;No metering data available for this period;1,15;10,90
Tuesday 24.8.2021 10:00;No metering data available for this period;0,78;11,40
Tuesday 24.8.2021 11:00;No metering data available for this period;0,63;12,90
Tuesday 24.8.2021 12:00;No metering data available for this period;0,89;13,90
Tuesday 24.8.2021 13:00;No metering data available for this period;0,59;15,60
Tuesday 24.8.2021 14:00;No metering data available for this period;0,54;15,20
Tuesday 24.8.2021 15:00;No metering data available for this period;0,61;16,30
Tuesday 24.8.2021 16:00;No metering data available for this period;1,16;16,80
Tuesday 24.8.2021 17:00;No metering data available for this period;0,35;16,80
Tuesday 24.8.2021 18:00;No metering data available for this period;0,55;16,10
Tuesday 24.8.2021 19:00;No metering data available for this period;1,23;14,50
Tuesday 24.8.2021 20:00;No metering data available for this period;0,47;13,90
Tuesday 24.8.2021 21:00;No metering data available for this period;2,22;13,50
Tuesday 24.8.2021 22:00;1,68;No metering data available for this period;13,20
Tuesday 24.8.2021 23:00;0,59;No metering data available for this period;13,10
Wednesday 25.8.2021 00:00;1,20;No metering data available for this period;12,80
Wednesday 25.8.2021 01:00;0,31;No metering data available for this period;12,50
Wednesday 25.8.2021 02:00;0,54;No metering data available for this period;12,50
Wednesday 25.8.2021 03:00;0,57;No metering data available for this period;12,30
Wednesday 25.8.2021 04:00;0,71;No metering data available for this period;12,30
Wednesday 25.8.2021 05:00;0,32;No metering data available for this period;12,10
Wednesday 25.8.2021 06:00;1,10;No metering data available for this period;11,60
Wednesday 25.8.2021 07:00;No metering data available for this period;0,77;11,40
Wednesday 25.8.2021 08:00;No metering data available for this period;1,49;11,40
Wednesday 25.8.2021 09:00;No metering data available for this period;0,63;11,60
Wednesday 25.8.2021 10:00;No metering data available for this period;0,59;11,90
Wednesday 25.8.2021 11:00;No metering data available for this period;0,57;12,30
Wednesday 25.8.2021 12:00;No metering data available for this period;1,10;12,40
Wednesday 25.8.2021 13:00;No metering data available for this period;0,92;12,70
Wednesday 25.8.2021 14:00;No metering data available for this period;1,43;12,60
Wednesday 25.8.2021 15:00;No metering data available for this period;1,21;12,60
Wednesday 25.8.2021 16:00;No metering data available for this period;1,75;12,60
Wednesday 25.8.2021 17:00;No metering data available for this period;0,84;12,60
Wednesday 25.8.2021 18:00;No metering data available for this period;3,73;12,60
Wednesday 25.8.2021 19:00;No metering data available for this period;3,37;12,50
Wednesday 25.8.2021 20:00;No metering data available for this period;0,84;12,40
Wednesday 25.8.2021 21:00;No metering data available for this period;1,36;12,30
Wednesday 25.8.2021 22:00;1,79;No metering data available for this period;12,40
Wednesday 25.8.2021 23:00;0,33;No metering data available for this period;12,30
Thursday 26.8.2021 00:00;0,53;No metering data available for this period;12,40
Thursday 26.8.2021 01:00;0,49;No metering data available for this period;12,40
Thursday 26.8.2021 02:00;0,35;No metering data available for this period;12,30
Thursday 26.8.2021 03:00;0,53;No metering data available for this period;12,30
Thursday 26.8.2021 04:00;0,54;No metering data available for this period;12,30
Thursday 26.8.2021 05:00;1,15;No metering data available for this period;12,30
Thursday 26.8.2021 06:00;0,45;No metering data available for this period;12,50
Thursday 26.8.2021 07:00;No metering data available for this period;0,86;12,60
Thursday 26.8.2021 08:00;No metering data available for this period;1,42;13,00
Thursday 26.8.2021 09:00;No metering data available for this period;0,67;13,50
Thursday 26.8.2021 10:00;No metering data available for this period;0,46;14,40
Thursday 26.8.2021 11:00;No metering data available for this period;1,36;14,50
Thursday 26.8.2021 12:00;No metering data available for this period;0,52;14,30
Thursday 26.8.2021 13:00;No metering data available for this period;0,62;14,20
Thursday 26.8.2021 14:00;No metering data available for this period;1,09;14,10
Thursday 26.8.2021 15:00;No metering data available for this period;0,34;14,20
