Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Friday 22.10.2021 02:00;0,84;No metering data available for this period;9,00
Friday 22.10.2021 03:00;0,83;No metering data available for this period;8,50
Friday 22.10.2021 04:00;0,56;No metering data available for this period;8,00
Friday 22.10.2021 05:00;1,47;No metering data available for this period;7,40
Friday 22.10.2021 06:00;1,08;No metering data available for this period;6,40
Friday 22.10.2021 07:00;No metering data available for this period;1,44;6,10
Friday 22.10.2021 08:00;No metering data available for this period;1,28;6,00
Friday 22.10.2021 09:00;No metering data available for this period;1,03;5,60
Friday 22.10.2021 10:00;No metering data available for this period;1,48;5,50
Friday 22.10.2021 11:00;No metering data available for this period;1,21;5,70
Friday 22.10.2021 12:00;No metering data available for this period;1,82;6,00
Friday 22.10.2021 13:00;No metering data available for this period;1,29;6,30
Friday 22.10.2021 14:00;No metering data available for this period;1,43;6,20
Friday 22.10.2021 15:00;No metering data available for this period;1,56;6,20
Friday 22.10.2021 16:00;No metering data available for this period;1,24;6,20
Friday 22.10.2021 17:00;No metering data available for this period;1,76;5,60
Friday 22.10.2021 18:00;No metering data available for this period;1,81;5,10
Friday 22.10.2021 19:00;No metering data available for this period;1,84;5,00
Friday 22.10.2021 20:00;No metering data available for this period;2,25;5,00
Friday 22.10.2021 21:00;No metering data available for this period;1,86;4,60
Friday 22.10.2021 22:00;1,56;No metering data available for this period;4,30
Friday 22.10.2021 23:00;0,95;No metering data available for this period;3,70
Saturday 23.10.2021 00:00;1,11;No metering data available for this period;3,00
Saturday 23.10.2021 01:00;1,17;No metering data available for this period;2,80
Saturday 23.10.2021 02:00;1,39;No metering data available for this period;2,50
Saturday 23.10.2021 03:00;1,14;No metering data available for this period;2,30
Saturday 23.10.2021 04:00;1,67;No metering data available for this period;2,10
Saturday 23.10.2021 05:00;1,18;No metering data available for this period;2,10
Saturday 23.10.2021 06:00;2,74;No metering data available for this period;2,00
Saturday 23.10.2021 07:00;No metering data available for this period;2,35;2,10
Saturday 23.10.2021 08:00;No metering data available for this period;1,24;2,00
Saturday 23.10.2021 09:00;No metering data available for this period;2,39;2,10
Saturday 23.10.2021 10:00;No metering data available for this period;4,00;2,30
Saturday 23.10.2021 11:00;No metering data available for this period;2,27;2,80
Saturday 23.10.2021 12:00;No metering data available for this period;2,82;3,30
Saturday 23.10.2021 13:00;No metering data available for this period;3,41;3,60
Saturday 23.10.2021 14:00;No metering data available for this period;3,45;3,50
Saturday 23.10.2021 15:00;No metering data available for this period;1,63;3,40
Saturday 23.10.2021 16:00;No metering data available for this period;2,79;3,30
Saturday 23.10.2021 17:00;No metering data available for this period;2,32;2,70
Saturday 23.10.2021 18:00;No metering data available for this period;2,76;1,80
Saturday 23.10.2021 19:00;No metering data available for this period;2,51;1,10
Saturday 23.10.2021 20:00;No metering data available for this period;1,71;1,30
Saturday 23.10.2021 21:00;No metering data available for this period;2,44;1,00
Saturday 23.10.2021 22:00;2,08;No metering data available for this period;1,00
Saturday 23.10.2021 23:00;1,75;No metering data available for this period;1,00
Sunday 24.10.2021 00:00;1,72;No metering data available for this period;0,90
Sunday 24.10.2021 01:00;1,82;No metering data available for this period;0,80
Sunday 24.10.2021 02:00;1,66;No metering data available for this period;0,40
Sunday 24.10.2021 03:00;1,72;No metering data available for this period;0,00
Sunday 24.10.2021 04:00;1,88;No metering data available for this period;-0,80
Sunday 24.10.2021 05:00;1,91;No metering data available for this period;-1,20
Sunday 24.10.2021 06:00;2,08;No metering data available for this period;-1,70
Sunday 24.10.2021 07:00;No metering data available for this period;2,07;-2,00
Sunday 24.10.2021 08:00;No metering data available for this period;2,68;-2,10
Sunday 24.10.2021 09:00;No metering data available for this period;2,09;-1,10
Sunday 24.10.2021 10:00;No metering data available for this period;1,90;0,00
Sunday 24.10.2021 11:00;No metering data available for this period;2,25;1,00
Sunday 24.10.2021 12:00;No metering data available for this period;2,44;1,90
Sunday 24.10.2021 13:00;No metering data available for this period;2,64;3,00
Sunday 24.10.2021 14:00;No metering data available for this period;1,86;3,20
Sunday 24.10.2021 15:00;No metering data available for this period;5,86;3,40
Sunday 24.10.2021 16:00;No metering data available for this period;4,04;3,70
Sunday 24.10.2021 17:00;No metering data available for this period;1,80;4,00
Sunday 24.10.2021 18:00;No metering data available for this period;2,33;3,80
Sunday 24.10.2021 19:00;No metering data available for this period;2,07;4,10
Sunday 24.10.2021 20:00;No metering data available for this period;2,13;4,90
Sunday 24.10.2021 21:00;No metering data available for this period;1,85;5,50
Sunday 24.10.2021 22:00;1,21;No metering data available for this period;6,00
Sunday 24.10.2021 23:00;1,15;No metering data available for this period;6,60
Monday 25.10.2021 00:00;2,47;No metering data available for this period;7,10
Monday 25.10.2021 01:00;1,15;No metering data available for this period;7,50
Monday 25.10.2021 02:00;0,88;No metering data available for this period;8,00
Monday 25.10.2021 03:00;0,74;No metering data available for this period;8,40
Monday 25.10.2021 04:00;1,03;No metering data available for this period;8,60
Monday 25.10.2021 05:00;1,07;No metering data available for this period;8,70
Monday 25.10.2021 06:00;1,07;No metering data available for this period;8,80
Monday 25.10.2021 07:00;No metering data available for this period;1,12;8,60
Monday 25.10.2021 08:00;No metering data available for this period;0,98;8,80
Monday 25.10.2021 09:00;No metering data available for this period;2,22;9,00
Monday 25.10.2021 10:00;No metering data available for this period;1,16;9,00
Monday 25.10.2021 11:00;No metering data available for this period;0,69;9,30
Monday 25.10.2021 12:00;No metering data available for this period;1,03;9,70
Monday 25.10.2021 13:00;No metering data available for this period;1,47;10,20
Monday 25.10.2021 14:00;No metering data available for this period;1,44;10,30
Monday 25.10.2021 15:00;No metering data available for this period;2,19;10,00
Monday 25.10.2021 16:00;No metering data available for this period;2,23;9,40
Monday 25.10.2021 17:00;No metering data available for this period;1,26;9,10
Monday 25.10.2021 18:00;No metering data available for this period;1,33;9,00
Monday 25.10.2021 19:00;No metering data available for this period;1,32;8,80
Monday 25.10.2021 20:00;No metering data available for this period;1,80;8,90
Monday 25.10.2021 21:00;No metering data available for this period;1,63;8,90
Monday 25.10.2021 22:00;1,97;No metering data available for this period;8,90
Monday 25.10.2021 23:00;1,02;No metering data available for this period;8,80
Tuesday 26.10.2021 00:00;0,79;No metering data available for this period;8,70
Tuesday 26.10.2021 01:00;1,35;No metering data available for this period;8,60
Tuesday 26.10.2021 02:00;1,11;No metering data available for this period;7,50
Tuesday 26.10.2021 03:00;1,21;No metering data available for this period;7,00
Tuesday 26.10.2021 04:00;0,88;No metering data available for this period;7,40
Tuesday 26.10.2021 05:00;1,53;No metering data available for this period;7,70
Tuesday 26.10.2021 06:00;0,89;No metering data available for this period;7,70
Tuesday 26.10.2021 07:00;No metering data available for this period;1,18;7,70
Tuesday 26.10.2021 08:00;No metering data available for this period;2,64;7,90
Tuesday 26.10.2021 09:00;No metering data available for this period;1,80;8,40
Tuesday 26.10.2021 10:00;No metering data available for this period;1,50;9,20
Tuesday 26.10.2021 11:00;No metering data available for this period;1,12;9,50
Tuesday 26.10.2021 12:00;No metering data available for this period;0,75;9,80
Tuesday 26.10.2021 13:00;No metering data available for this period;1,19;10,00
Tuesday 26.10.2021 14:00;No metering data available for this period;1,17;9,70
Tuesday 26.10.2021 15:00;No metering data available for this period;0,96;9,70
Tuesday 26.10.2021 16:00;No metering data available for this period;1,29;9,50
Tuesday 26.10.2021 17:00;No metering data available for this period;1,21;9,30
Tuesday 26.10.2021 18:00;No metering data available for this period;3,18;9,40
Tuesday 26.10.2021 19:00;No metering data available for this period;3,65;9,10
Tuesday 26.10.2021 20:00;No metering data available for this period;1,25;9,00
Tuesday 26.10.2021 21:00;No metering data available for this period;2,06;8,80
Tuesday 26.10.2021 22:00;1,17;No metering data available for this period;8,90
Tuesday 26.10.2021 23:00;1,06;No metering data available for this period;8,70
Wednesday 27.10.2021 00:00;1,02;No metering data available for this period;8,60
Wednesday 27.10.2021 01:00;1,04;No metering data available for this period;8,30
Wednesday 27.10.2021 02:00;1,08;No metering data available for this period;8,00
Wednesday 27.10.2021 03:00;1,11;No metering data available for this period;7,40
Wednesday 27.10.2021 04:00;1,07;No metering data available for this period;7,30
Wednesday 27.10.2021 05:00;0,83;No metering data available for this period;7,40
Wednesday 27.10.2021 06:00;1,53;No metering data available for this period;7,00
Wednesday 27.10.2021 07:00;No metering data available for this period;1,49;6,70
Wednesday 27.10.2021 08:00;No metering data available for this period;1,85;6,70
Wednesday 27.10.2021 09:00;No metering data available for this period;0,85;6,70
Wednesday 27.10.2021 10:00;No metering data available for this period;1,73;7,10
Wednesday 27.10.2021 11:00;No metering data available for this period;0,99;7,70
Wednesday 27.10.2021 12:00;No metering data available for this period;0,72;8,20
Wednesday 27.10.2021 13:00;No metering data available for this period;2,30;8,50
Wednesday 27.10.2021 14:00;No metering data available for this period;0,83;8,50
Wednesday 27.10.2021 15:00;No metering data available for this period;0,93;8,60
Wednesday 27.10.2021 16:00;No metering data available for this period;1,96;8,40
Wednesday 27.10.2021 17:00;No metering data available for this period;1,85;8,10
Wednesday 27.10.2021 18:00;No metering data available for this period;5,54;8,00
Wednesday 27.10.2021 19:00;No metering data available for this period;5,80;8,30
Wednesday 27.10.2021 20:00;No metering data available for this period;2,34;8,90
Wednesday 27.10.2021 21:00;No metering data available for this period;1,53;8,90
Wednesday 27.10.2021 22:00;1,26;No metering data available for this period;8,80
Wednesday 27.10.2021 23:00;1,30;No metering data available for this period;8,50
Thursday 28.10.2021 00:00;1,53;No metering data available for this period;8,20
Thursday 28.10.2021 01:00;0,67;No metering data available for this period;7,90
Thursday 28.10.2021 02:00;1,12;No metering data available for this period;7,60
Thursday 28.10.2021 03:00;1,13;No metering data available for this period;7,40
Thursday 28.10.2021 04:00;1,35;No metering data available for this period;6,50
Thursday 28.10.2021 05:00;1,75;No metering data available for this period;5,50
Thursday 28.10.2021 06:00;1,82;No metering data available for this period;4,90
Thursday 28.10.2021 07:00;No metering data available for this period;1,77;5,20
Thursday 28.10.2021 08:00;No metering data available for this period;1,69;5,90
Thursday 28.10.2021 09:00;No metering data available for this period;1,85;5,90
Thursday 28.10.2021 10:00;No metering data available for this period;1,79;6,20
Thursday 28.10.2021 11:00;No metering data available for this period;2,87;6,90
Thursday 28.10.2021 12:00;No metering data available for this period;2,99;8,20
Thursday 28.10.2021 13:00;No metering data available for this period;2,66;9,10
Thursday 28.10.2021 14:00;No metering data available for this period;1,93;9,10
Thursday 28.10.2021 15:00;No metering data available for this period;1,16;9,20
Thursday 28.10.2021 16:00;No metering data available for this period;1,18;9,30
Thursday 28.10.2021 17:00;No metering data available for this period;1,85;9,40
Thursday 28.10.2021 18:00;No metering data available for this period;1,64;9,70
Thursday 28.10.2021 19:00;No metering data available for this period;1,69;10,00
Thursday 28.10.2021 20:00;No metering data available for this period;5,31;10,50
Thursday 28.10.2021 21:00;No metering data available for this period;5,80;10,70
Thursday 28.10.2021 22:00;1,22;No metering data available for this period;10,70
Thursday 28.10.2021 23:00;0,95;No metering data available for this period;10,60
Friday 29.10.2021 00:00;0,94;No metering data available for this period;10,40
Friday 29.10.2021 01:00;0,87;No metering data available for this period;10,50
Friday 29.10.2021 02:00;0,45;No metering data available for this period;10,60
Friday 29.10.2021 03:00;0,87;No metering data available for this period;10,40
Friday 29.10.2021 04:00;0,77;No metering data available for this period;10,30
Friday 29.10.2021 05:00;1,39;No metering data available for this period;10,10
Friday 29.10.2021 06:00;0,32;No metering data available for this period;10,10
Friday 29.10.2021 07:00;No metering data available for this period;0,84;10,10
Friday 29.10.2021 08:00;No metering data available for this period;1,24;10,10
Friday 29.10.2021 09:00;No metering data available for this period;0,36;10,00
Friday 29.10.2021 10:00;No metering data available for this period;0,71;10,10
Friday 29.10.2021 11:00;No metering data available for this period;1,26;10,60
Friday 29.10.2021 12:00;No metering data available for this period;0,36;11,10
Friday 29.10.2021 13:00;No metering data available for this period;0,82;11,50
Friday 29.10.2021 14:00;No metering data available for this period;1,40;11,70
Friday 29.10.2021 15:00;No metering data available for this period;0,45;11,30
Friday 29.10.2021 16:00;No metering data available for this period;0,87;10,80
Friday 29.10.2021 17:00;No metering data available for this period;1,33;10,40
Friday 29.10.2021 18:00;No metering data available for this period;0,67;10,40
Friday 29.10.2021 19:00;No metering data available for this period;1,34;9,90
Friday 29.10.2021 20:00;No metering data available for this period;1,87;9,10
Friday 29.10.2021 21:00;No metering data available for this period;1,35;8,70
Friday 29.10.2021 22:00;1,31;No metering data available for this period;8,90
Friday 29.10.2021 23:00;1,10;No metering data available for this period;9,20
Saturday 30.10.2021 00:00;0,98;No metering data available for this period;9,50
Saturday 30.10.2021 01:00;1,06;No metering data available for this period;9,70
Saturday 30.10.2021 02:00;0,98;No metering data available for this period;9,50
Saturday 30.10.2021 03:00;0,72;No metering data available for this period;9,50
Saturday 30.10.2021 04:00;0,73;No metering data available for this period;9,30
Saturday 30.10.2021 05:00;1,63;No metering data available for this period;9,20
Saturday 30.10.2021 06:00;0,87;No metering data available for this period;9,10
Saturday 30.10.2021 07:00;No metering data available for this period;0,63;9,10
Saturday 30.10.2021 08:00;No metering data available for this period;0,98;9,00
Saturday 30.10.2021 09:00;No metering data available for this period;1,56;9,00
Saturday 30.10.2021 10:00;No metering data available for this period;1,04;9,00
Saturday 30.10.2021 11:00;No metering data available for this period;1,43;9,10
Saturday 30.10.2021 12:00;No metering data available for this period;2,38;9,10
Saturday 30.10.2021 13:00;No metering data available for this period;1,37;8,90
Saturday 30.10.2021 14:00;No metering data available for this period;1,03;9,00
Saturday 30.10.2021 15:00;No metering data available for this period;1,21;9,00
Saturday 30.10.2021 16:00;No metering data available for this period;1,78;9,00
Saturday 30.10.2021 17:00;No metering data available for this period;1,49;8,40
Saturday 30.10.2021 18:00;No metering data available for this period;2,21;7,50
Saturday 30.10.2021 19:00;No metering data available for this period;2,25;7,10
Saturday 30.10.2021 20:00;No metering data available for this period;2,09;8,20
Saturday 30.10.2021 21:00;No metering data available for this period;2,94;8,70
Saturday 30.10.2021 22:00;1,16;No metering data available for this period;8,90
Saturday 30.10.2021 23:00;1,11;No metering data available for this period;9,00
Sunday 31.10.2021 00:00;1,50;No metering data available for this period;9,10
Sunday 31.10.2021 01:00;0,50;No metering data available for this period;9,10
Sunday 31.10.2021 02:00;0,91;No metering data available for this period;9,20
Sunday 31.10.2021 03:00;1,00;No metering data available for this period;9,10
Sunday 31.10.2021 03:00;0,99;No metering data available for this period;9,10
Sunday 31.10.2021 04:00;1,17;No metering data available for this period;8,70
Sunday 31.10.2021 05:00;0,93;No metering data available for this period;8,50
Sunday 31.10.2021 06:00;1,23;No metering data available for this period;8,30
Sunday 31.10.2021 07:00;No metering data available for this period;1,25;8,00
Sunday 31.10.2021 08:00;No metering data available for this period;1,97;8,10
Sunday 31.10.2021 09:00;No metering data available for this period;0,76;8,30
Sunday 31.10.2021 10:00;No metering data available for this period;2,30;8,50
Sunday 31.10.2021 11:00;No metering data available for this period;1,40;8,40
Sunday 31.10.2021 12:00;No metering data available for this period;2,27;8,60
Sunday 31.10.2021 13:00;No metering data available for this period;1,14;8,80
Sunday 31.10.2021 14:00;No metering data available for this period;0,72;9,00
Sunday 31.10.2021 15:00;No metering data available for this period;1,70;9,20
Sunday 31.10.2021 16:00;No metering data available for this period;1,98;9,20
Sunday 31.10.2021 17:00;No metering data available for this period;1,36;9,20
Sunday 31.10.2021 18:00;No metering data available for this period;1,26;9,60
Sunday 31.10.2021 19:00;No metering data available for this period;1,48;9,70
Sunday 31.10.2021 20:00;No metering data available for this period;1,93;10,00
Sunday 31.10.2021 21:00;No metering data available for this period;1,47;10,10
Sunday 31.10.2021 22:00;1,94;No metering data available for this period;10,00
Sunday 31.10.2021 23:00;0,94;No metering data available for this period;9,80
Monday 1.11.2021 00:00;0,76;No metering data available for this period;9,20
Monday 1.11.2021 01:00;1,10;No metering data available for this period;8,10
Monday 1.11.2021 02:00;1,62;No metering data available for this period;7,40
Monday 1.11.2021 03:00;1,19;No metering data available for this period;8,00
Monday 1.11.2021 04:00;0,94;No metering data available for this period;8,30
Monday 1.11.2021 05:00;0,83;No metering data available for this period;8,10
Monday 1.11.2021 06:00;1,20;No metering data available for this period;8,00
Monday 1.11.2021 07:00;No metering data available for this period;1,85;8,80
Monday 1.11.2021 08:00;No metering data available for this period;1,01;9,20
Monday 1.11.2021 09:00;No metering data available for this period;1,20;9,40
Monday 1.11.2021 10:00;No metering data available for this period;1,80;10,00
Monday 1.11.2021 11:00;No metering data available for this period;1,53;10,70
Monday 1.11.2021 12:00;No metering data available for this period;0,88;11,10
Monday 1.11.2021 13:00;No metering data available for this period;0,49;11,20
Monday 1.11.2021 14:00;No metering data available for this period;0,66;11,40
Monday 1.11.2021 15:00;No metering data available for this period;1,34;10,60
Monday 1.11.2021 16:00;No metering data available for this period;1,56;9,70
Monday 1.11.2021 17:00;No metering data available for this period;1,19;9,00
Monday 1.11.2021 18:00;No metering data available for this period;1,51;8,50
Monday 1.11.2021 19:00;No metering data available for this period;2,19;8,00
Monday 1.11.2021 20:00;No metering data available for this period;1,77;7,70
Monday 1.11.2021 21:00;No metering data available for this period;1,75;7,30
Monday 1.11.2021 22:00;2,17;No metering data available for this period;7,00
Monday 1.11.2021 23:00;1,39;No metering data available for this period;6,90
Tuesday 2.11.2021 00:00;1,71;No metering data available for this period;6,80
Tuesday 2.11.2021 01:00;1,29;No metering data available for this period;6,60
Tuesday 2.11.2021 02:00;1,23;No metering data available for this period;6,50
Tuesday 2.11.2021 03:00;1,17;No metering data available for this period;6,40
Tuesday 2.11.2021 04:00;1,19;No metering data available for this period;6,30
Tuesday 2.11.2021 05:00;1,54;No metering data available for this period;5,90
Tuesday 2.11.2021 06:00;1,31;No metering data available for this period;5,90
Tuesday 2.11.2021 07:00;No metering data available for this period;1,41;5,80
Tuesday 2.11.2021 08:00;No metering data available for this period;2,20;6,00
Tuesday 2.11.2021 09:00;No metering data available for this period;1,00;6,50
Tuesday 2.11.2021 10:00;No metering data available for this period;1,14;6,90
Tuesday 2.11.2021 11:00;No metering data available for this period;1,98;7,60
Tuesday 2.11.2021 12:00;No metering data available for this period;1,25;8,20
Tuesday 2.11.2021 13:00;No metering data available for this period;1,19;8,50
Tuesday 2.11.2021 14:00;No metering data available for this period;0,98;8,50
Tuesday 2.11.2021 15:00;No metering data available for this period;5,06;7,80
Tuesday 2.11.2021 16:00;No metering data available for this period;2,70;7,30
Tuesday 2.11.2021 17:00;No metering data available for this period;1,45;7,10
Tuesday 2.11.2021 18:00;No metering data available for this period;2,08;7,00
Tuesday 2.11.2021 19:00;No metering data available for this period;2,13;6,70
Tuesday 2.11.2021 20:00;No metering data available for this period;1,56;6,70
Tuesday 2.11.2021 21:00;No metering data available for this period;2,29;6,70
Tuesday 2.11.2021 22:00;1,49;No metering data available for this period;6,70
Tuesday 2.11.2021 23:00;1,33;No metering data available for this period;7,20
Wednesday 3.11.2021 00:00;1,72;No metering data available for this period;7,00
Wednesday 3.11.2021 01:00;0,62;No metering data available for this period;6,90
Wednesday 3.11.2021 02:00;1,17;No metering data available for this period;6,80
Wednesday 3.11.2021 03:00;1,19;No metering data available for this period;6,90
Wednesday 3.11.2021 04:00;1,65;No metering data available for this period;6,80
Wednesday 3.11.2021 05:00;0,82;No metering data available for this period;6,70
Wednesday 3.11.2021 06:00;1,02;No metering data available for this period;6,70
Wednesday 3.11.2021 07:00;No metering data available for this period;1,79;6,80
Wednesday 3.11.2021 08:00;No metering data available for this period;2,44;7,00
Wednesday 3.11.2021 09:00;No metering data available for this period;2,22;7,30
Wednesday 3.11.2021 10:00;No metering data available for this period;1,17;7,40
Wednesday 3.11.2021 11:00;No metering data available for this period;1,16;7,30
Wednesday 3.11.2021 12:00;No metering data available for this period;1,97;7,20
Wednesday 3.11.2021 13:00;No metering data available for this period;1,27;7,30
Wednesday 3.11.2021 14:00;No metering data available for this period;1,00;7,30
Wednesday 3.11.2021 15:00;No metering data available for this period;1,49;7,40
Wednesday 3.11.2021 16:00;No metering data available for this period;1,80;7,40
Wednesday 3.11.2021 17:00;No metering data available for this period;2,58;7,60
Wednesday 3.11.2021 18:00;No metering data available for this period;1,75;7,80
Wednesday 3.11.2021 19:00;No metering data available for this period;2,02;7,80
Wednesday 3.11.2021 20:00;No metering data available for this period;1,51;8,00
Wednesday 3.11.2021 21:00;No metering data available for this period;2,20;8,10
Wednesday 3.11.2021 22:00;1,14;No metering data available for this period;8,10
Wednesday 3.11.2021 23:00;1,56;No metering data available for this period;8,20
Thursday 4.11.2021 00:00;1,59;No metering data available for this period;8,30
Thursday 4.11.2021 01:00;1,06;No metering data available for this period;8,30
Thursday 4.11.2021 02:00;1,06;No metering data available for this period;8,30
Thursday 4.11.2021 03:00;0,70;No metering data available for this period;8,30
Thursday 4.11.2021 04:00;0,94;No metering data available for this period;8,10
Thursday 4.11.2021 05:00;1,10;No metering data available for this period;8,00
Thursday 4.11.2021 06:00;1,61;No metering data available for this period;8,00
Thursday 4.11.2021 07:00;No metering data available for this period;0,85;7,90
Thursday 4.11.2021 08:00;No metering data available for this period;1,63;8,00
Thursday 4.11.2021 09:00;No metering data available for this period;2,04;8,10
Thursday 4.11.2021 10:00;No metering data available for this period;1,79;8,60
Thursday 4.11.2021 11:00;No metering data available for this period;0,79;8,60
Thursday 4.11.2021 12:00;No metering data available for this period;0,92;8,80
Thursday 4.11.2021 13:00;No metering data available for this period;1,63;9,20
Thursday 4.11.2021 14:00;No metering data available for this period;1,01;8,50
Thursday 4.11.2021 15:00;No metering data available for this period;1,21;8,20
Thursday 4.11.2021 16:00;No metering data available for this period;2,18;7,60
Thursday 4.11.2021 17:00;No metering data available for this period;2,27;6,10
Thursday 4.11.2021 18:00;No metering data available for this period;1,42;5,50
Thursday 4.11.2021 19:00;No metering data available for this period;6,35;6,80
Thursday 4.11.2021 20:00;No metering data available for this period;6,11;7,80
Thursday 4.11.2021 21:00;No metering data available for this period;1,73;7,60
Thursday 4.11.2021 22:00;1,41;No metering data available for this period;7,20
Thursday 4.11.2021 23:00;1,28;No metering data available for this period;6,40
Friday 5.11.2021 00:00;1,70;No metering data available for this period;6,60
Friday 5.11.2021 01:00;0,63;No metering data available for this period;6,60
Friday 5.11.2021 02:00;1,20;No metering data available for this period;6,60
Friday 5.11.2021 03:00;1,25;No metering data available for this period;6,40
Friday 5.11.2021 04:00;1,75;No metering data available for this period;6,40
Friday 5.11.2021 05:00;1,12;No metering data available for this period;6,60
Friday 5.11.2021 06:00;1,65;No metering data available for this period;6,90
Friday 5.11.2021 07:00;No metering data available for this period;1,40;7,00
Friday 5.11.2021 08:00;No metering data available for this period;1,75;7,30
Friday 5.11.2021 09:00;No metering data available for this period;1,24;7,50
Friday 5.11.2021 10:00;No metering data available for this period;1,49;7,60
Friday 5.11.2021 11:00;No metering data available for this period;1,73;7,80
Friday 5.11.2021 12:00;No metering data available for this period;1,17;8,30
Friday 5.11.2021 13:00;No metering data available for this period;1,31;8,30
Friday 5.11.2021 14:00;No metering data available for this period;1,30;8,10
Friday 5.11.2021 15:00;No metering data available for this period;1,09;7,30
Friday 5.11.2021 16:00;No metering data available for this period;2,40;6,40
Friday 5.11.2021 17:00;No metering data available for this period;2,40;6,20
Friday 5.11.2021 18:00;No metering data available for this period;1,35;5,80
Friday 5.11.2021 19:00;No metering data available for this period;2,34;5,90
Friday 5.11.2021 20:00;No metering data available for this period;2,59;5,90
Friday 5.11.2021 21:00;No metering data available for this period;1,73;5,60
Friday 5.11.2021 22:00;1,26;No metering data available for this period;5,60
Friday 5.11.2021 23:00;1,64;No metering data available for this period;5,30
Saturday 6.11.2021 00:00;1,25;No metering data available for this period;5,10
Saturday 6.11.2021 01:00;1,32;No metering data available for this period;4,80
Saturday 6.11.2021 02:00;1,33;No metering data available for this period;4,90
Saturday 6.11.2021 03:00;1,32;No metering data available for this period;5,00
Saturday 6.11.2021 04:00;1,21;No metering data available for this period;5,10
Saturday 6.11.2021 05:00;2,49;No metering data available for this period;5,10
Saturday 6.11.2021 06:00;2,17;No metering data available for this period;4,70
Saturday 6.11.2021 07:00;No metering data available for this period;1,82;3,70
Saturday 6.11.2021 08:00;No metering data available for this period;2,83;3,20
Saturday 6.11.2021 09:00;No metering data available for this period;1,91;4,20
Saturday 6.11.2021 10:00;No metering data available for this period;1,39;5,10
Saturday 6.11.2021 11:00;No metering data available for this period;1,65;5,60
Saturday 6.11.2021 12:00;No metering data available for this period;2,67;6,20
Saturday 6.11.2021 13:00;No metering data available for this period;1,44;7,10
Saturday 6.11.2021 14:00;No metering data available for this period;2,09;6,00
Saturday 6.11.2021 15:00;No metering data available for this period;2,12;5,70
Saturday 6.11.2021 16:00;No metering data available for this period;2,63;4,80
Saturday 6.11.2021 17:00;No metering data available for this period;1,80;3,80
Saturday 6.11.2021 18:00;No metering data available for this period;1,80;3,30
Saturday 6.11.2021 19:00;No metering data available for this period;3,18;2,60
Saturday 6.11.2021 20:00;No metering data available for this period;2,35;2,10
Saturday 6.11.2021 21:00;No metering data available for this period;1,64;1,90
Saturday 6.11.2021 22:00;1,92;No metering data available for this period;1,30
Saturday 6.11.2021 23:00;1,45;No metering data available for this period;1,20
Sunday 7.11.2021 00:00;1,50;No metering data available for this period;1,40
Sunday 7.11.2021 01:00;1,60;No metering data available for this period;0,80
Sunday 7.11.2021 02:00;1,58;No metering data available for this period;0,00
Sunday 7.11.2021 03:00;1,81;No metering data available for this period;-0,20
Sunday 7.11.2021 04:00;1,65;No metering data available for this period;-0,30
Sunday 7.11.2021 05:00;1,62;No metering data available for this period;-0,20
Sunday 7.11.2021 06:00;1,77;No metering data available for this period;-0,20
Sunday 7.11.2021 07:00;No metering data available for this period;2,45;-0,50
Sunday 7.11.2021 08:00;No metering data available for this period;2,05;-0,50
Sunday 7.11.2021 09:00;No metering data available for this period;2,89;0,00
Sunday 7.11.2021 10:00;No metering data available for this period;2,51;0,70
Sunday 7.11.2021 11:00;No metering data available for this period;3,56;1,70
Sunday 7.11.2021 12:00;No metering data available for this period;2,19;2,90
Sunday 7.11.2021 13:00;No metering data available for this period;1,77;3,40
Sunday 7.11.2021 14:00;No metering data available for this period;2,99;3,50
Sunday 7.11.2021 15:00;No metering data available for this period;1,57;3,40
Sunday 7.11.2021 16:00;No metering data available for this period;1,53;3,40
Sunday 7.11.2021 17:00;No metering data available for this period;1,56;3,10
Sunday 7.11.2021 18:00;No metering data available for this period;2,16;2,90
Sunday 7.11.2021 19:00;No metering data available for this period;2,31;2,70
Sunday 7.11.2021 20:00;No metering data available for this period;1,68;2,70
Sunday 7.11.2021 21:00;No metering data available for this period;1,98;2,70
Sunday 7.11.2021 22:00;2,12;No metering data available for this period;2,60
Sunday 7.11.2021 23:00;1,59;No metering data available for this period;2,70
Monday 8.11.2021 00:00;2,69;No metering data available for this period;2,60
Monday 8.11.2021 01:00;1,53;No metering data available for this period;2,40
Monday 8.11.2021 02:00;1,57;No metering data available for this period;2,30
Monday 8.11.2021 03:00;1,54;No metering data available for this period;2,20
Monday 8.11.2021 04:00;1,58;No metering data available for this period;2,20
Monday 8.11.2021 05:00;1,58;No metering data available for this period;2,00
Monday 8.11.2021 06:00;1,61;No metering data available for this period;1,50
Monday 8.11.2021 07:00;No metering data available for this period;1,69;1,30
Monday 8.11.2021 08:00;No metering data available for this period;2,32;1,00
Monday 8.11.2021 09:00;No metering data available for this period;2,03;1,40
Monday 8.11.2021 10:00;No metering data available for this period;1,80;1,80
Monday 8.11.2021 11:00;No metering data available for this period;1,71;2,00
Monday 8.11.2021 12:00;No metering data available for this period;2,15;2,50
Monday 8.11.2021 13:00;No metering data available for this period;1,62;2,40
Monday 8.11.2021 14:00;No metering data available for this period;1,68;2,10
Monday 8.11.2021 15:00;No metering data available for this period;2,21;1,50
