Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Monday 18.7.2022 23:00;0,96;No metering data available for this period;15,70
Tuesday 19.7.2022 00:00;0,26;No metering data available for this period;14,90
Tuesday 19.7.2022 01:00;0,29;No metering data available for this period;14,70
Tuesday 19.7.2022 02:00;0,26;No metering data available for this period;14,60
Tuesday 19.7.2022 03:00;0,42;No metering data available for this period;14,70
Tuesday 19.7.2022 04:00;0,25;No metering data available for this period;14,60
Tuesday 19.7.2022 05:00;0,58;No metering data available for this period;15,10
Tuesday 19.7.2022 06:00;0,51;No metering data available for this period;15,90
Tuesday 19.7.2022 07:00;No metering data available for this period;0,49;16,90
Tuesday 19.7.2022 08:00;No metering data available for this period;0,99;17,70
Tuesday 19.7.2022 09:00;No metering data available for this period;0,29;19,30
Tuesday 19.7.2022 10:00;No metering data available for this period;1,12;21,00
Tuesday 19.7.2022 11:00;No metering data available for this period;1,29;22,50
Tuesday 19.7.2022 12:00;No metering data available for this period;0,25;23,60
Tuesday 19.7.2022 13:00;No metering data available for this period;0,24;23,90
Tuesday 19.7.2022 14:00;No metering data available for this period;0,33;22,60
Tuesday 19.7.2022 15:00;No metering data available for this period;0,36;21,10
Tuesday 19.7.2022 16:00;No metering data available for this period;1,68;22,90
Tuesday 19.7.2022 17:00;No metering data available for this period;0,90;22,20
Tuesday 19.7.2022 18:00;No metering data available for this period;0,45;23,90
Tuesday 19.7.2022 19:00;No metering data available for this period;1,93;22,90
Tuesday 19.7.2022 20:00;No metering data available for this period;1,63;20,10
Tuesday 19.7.2022 21:00;No metering data available for this period;0,53;18,40
Tuesday 19.7.2022 22:00;0,43;No metering data available for this period;17,00
Tuesday 19.7.2022 23:00;0,45;No metering data available for this period;15,80
Wednesday 20.7.2022 00:00;0,69;No metering data available for this period;14,70
Wednesday 20.7.2022 01:00;0,56;No metering data available for this period;14,00
Wednesday 20.7.2022 02:00;0,22;No metering data available for this period;13,40
Wednesday 20.7.2022 03:00;0,23;No metering data available for this period;12,70
Wednesday 20.7.2022 04:00;0,21;No metering data available for this period;12,10
Wednesday 20.7.2022 05:00;0,24;No metering data available for this period;11,90
Wednesday 20.7.2022 06:00;0,78;No metering data available for this period;12,60
Wednesday 20.7.2022 07:00;No metering data available for this period;0,66;13,90
Wednesday 20.7.2022 08:00;No metering data available for this period;0,50;15,90
Wednesday 20.7.2022 09:00;No metering data available for this period;0,95;18,10
Wednesday 20.7.2022 10:00;No metering data available for this period;0,26;20,00
Wednesday 20.7.2022 11:00;No metering data available for this period;0,98;21,50
Wednesday 20.7.2022 12:00;No metering data available for this period;0,39;22,50
Wednesday 20.7.2022 13:00;No metering data available for this period;1,24;23,70
Wednesday 20.7.2022 14:00;No metering data available for this period;0,30;24,90
Wednesday 20.7.2022 15:00;No metering data available for this period;0,26;25,80
Wednesday 20.7.2022 16:00;No metering data available for this period;1,18;26,30
Wednesday 20.7.2022 17:00;No metering data available for this period;0,85;26,90
Wednesday 20.7.2022 18:00;No metering data available for this period;2,57;26,80
Wednesday 20.7.2022 19:00;No metering data available for this period;0,96;25,90
Wednesday 20.7.2022 20:00;No metering data available for this period;1,02;23,50
Wednesday 20.7.2022 21:00;No metering data available for this period;2,18;21,60
Wednesday 20.7.2022 22:00;0,46;No metering data available for this period;19,60
Wednesday 20.7.2022 23:00;0,42;No metering data available for this period;17,90
Thursday 21.7.2022 00:00;0,27;No metering data available for this period;16,70
Thursday 21.7.2022 01:00;0,25;No metering data available for this period;16,00
Thursday 21.7.2022 02:00;0,23;No metering data available for this period;15,30
Thursday 21.7.2022 03:00;0,23;No metering data available for this period;14,80
Thursday 21.7.2022 04:00;0,33;No metering data available for this period;14,20
Thursday 21.7.2022 05:00;0,53;No metering data available for this period;14,10
Thursday 21.7.2022 06:00;0,63;No metering data available for this period;14,90
Thursday 21.7.2022 07:00;No metering data available for this period;0,26;16,30
Thursday 21.7.2022 08:00;No metering data available for this period;0,40;19,10
Thursday 21.7.2022 09:00;No metering data available for this period;0,27;22,50
Thursday 21.7.2022 10:00;No metering data available for this period;1,66;24,00
Thursday 21.7.2022 11:00;No metering data available for this period;0,29;24,80
Thursday 21.7.2022 12:00;No metering data available for this period;0,89;26,00
Thursday 21.7.2022 13:00;No metering data available for this period;1,48;27,30
Thursday 21.7.2022 14:00;No metering data available for this period;0,67;28,50
Thursday 21.7.2022 15:00;No metering data available for this period;1,17;29,40
Thursday 21.7.2022 16:00;No metering data available for this period;1,55;29,70
Thursday 21.7.2022 17:00;No metering data available for this period;0,46;29,70
Thursday 21.7.2022 18:00;No metering data available for this period;1,13;29,80
Thursday 21.7.2022 19:00;No metering data available for this period;0,62;28,10
Thursday 21.7.2022 20:00;No metering data available for this period;1,32;25,00
Thursday 21.7.2022 21:00;No metering data available for this period;0,97;23,40
Thursday 21.7.2022 22:00;1,16;No metering data available for this period;21,50
Thursday 21.7.2022 23:00;0,41;No metering data available for this period;20,00
Friday 22.7.2022 00:00;0,32;No metering data available for this period;19,00
Friday 22.7.2022 01:00;0,26;No metering data available for this period;18,10
Friday 22.7.2022 02:00;0,28;No metering data available for this period;17,30
Friday 22.7.2022 03:00;0,27;No metering data available for this period;16,70
Friday 22.7.2022 04:00;0,24;No metering data available for this period;16,10
Friday 22.7.2022 05:00;0,25;No metering data available for this period;16,00
Friday 22.7.2022 06:00;0,63;No metering data available for this period;16,50
Friday 22.7.2022 07:00;No metering data available for this period;1,51;18,30
Friday 22.7.2022 08:00;No metering data available for this period;0,40;20,40
Friday 22.7.2022 09:00;No metering data available for this period;0,35;22,10
Friday 22.7.2022 10:00;No metering data available for this period;0,48;23,40
Friday 22.7.2022 11:00;No metering data available for this period;1,83;25,00
Friday 22.7.2022 12:00;No metering data available for this period;0,34;26,00
Friday 22.7.2022 13:00;No metering data available for this period;0,95;27,10
Friday 22.7.2022 14:00;No metering data available for this period;0,42;28,60
Friday 22.7.2022 15:00;No metering data available for this period;0,35;29,40
Friday 22.7.2022 16:00;No metering data available for this period;2,46;29,50
Friday 22.7.2022 17:00;No metering data available for this period;0,23;29,70
Friday 22.7.2022 18:00;No metering data available for this period;0,41;29,80
Friday 22.7.2022 19:00;No metering data available for this period;0,68;28,20
Friday 22.7.2022 20:00;No metering data available for this period;0,68;26,10
Friday 22.7.2022 21:00;No metering data available for this period;0,59;24,30
Friday 22.7.2022 22:00;1,02;No metering data available for this period;23,10
Friday 22.7.2022 23:00;0,38;No metering data available for this period;22,10
Saturday 23.7.2022 00:00;0,31;No metering data available for this period;21,60
Saturday 23.7.2022 01:00;0,26;No metering data available for this period;21,00
Saturday 23.7.2022 02:00;0,22;No metering data available for this period;21,10
Saturday 23.7.2022 03:00;0,23;No metering data available for this period;21,00
Saturday 23.7.2022 04:00;0,25;No metering data available for this period;20,40
Saturday 23.7.2022 05:00;0,23;No metering data available for this period;19,90
Saturday 23.7.2022 06:00;0,28;No metering data available for this period;19,70
Saturday 23.7.2022 07:00;No metering data available for this period;0,99;19,70
Saturday 23.7.2022 08:00;No metering data available for this period;0,28;20,10
Saturday 23.7.2022 09:00;No metering data available for this period;0,79;20,40
Saturday 23.7.2022 10:00;No metering data available for this period;0,27;21,50
Saturday 23.7.2022 11:00;No metering data available for this period;0,27;22,80
Saturday 23.7.2022 12:00;No metering data available for this period;1,33;23,80
Saturday 23.7.2022 13:00;No metering data available for this period;0,42;23,80
Saturday 23.7.2022 14:00;No metering data available for this period;0,67;24,70
Saturday 23.7.2022 15:00;No metering data available for this period;0,52;25,20
Saturday 23.7.2022 16:00;No metering data available for this period;0,42;25,50
Saturday 23.7.2022 17:00;No metering data available for this period;1,75;25,70
Saturday 23.7.2022 18:00;No metering data available for this period;0,67;25,40
Saturday 23.7.2022 19:00;No metering data available for this period;2,06;23,70
Saturday 23.7.2022 20:00;No metering data available for this period;0,68;21,70
Saturday 23.7.2022 21:00;No metering data available for this period;0,56;20,40
Saturday 23.7.2022 22:00;0,39;No metering data available for this period;19,20
Saturday 23.7.2022 23:00;0,34;No metering data available for this period;18,50
Sunday 24.7.2022 00:00;0,29;No metering data available for this period;18,10
Sunday 24.7.2022 01:00;0,86;No metering data available for this period;17,60
Sunday 24.7.2022 02:00;0,24;No metering data available for this period;17,40
Sunday 24.7.2022 03:00;0,27;No metering data available for this period;17,20
Sunday 24.7.2022 04:00;0,26;No metering data available for this period;17,20
Sunday 24.7.2022 05:00;0,23;No metering data available for this period;17,40
Sunday 24.7.2022 06:00;0,27;No metering data available for this period;17,70
Sunday 24.7.2022 07:00;No metering data available for this period;0,31;17,80
Sunday 24.7.2022 08:00;No metering data available for this period;0,29;18,20
Sunday 24.7.2022 09:00;No metering data available for this period;2,19;18,20
Sunday 24.7.2022 10:00;No metering data available for this period;0,26;20,00
Sunday 24.7.2022 11:00;No metering data available for this period;0,20;20,50
Sunday 24.7.2022 12:00;No metering data available for this period;0,18;21,00
Sunday 24.7.2022 13:00;No metering data available for this period;0,20;21,00
Sunday 24.7.2022 14:00;No metering data available for this period;0,85;21,00
Sunday 24.7.2022 15:00;No metering data available for this period;0,19;20,70
Sunday 24.7.2022 16:00;No metering data available for this period;0,20;19,90
Sunday 24.7.2022 17:00;No metering data available for this period;0,21;19,60
Sunday 24.7.2022 18:00;No metering data available for this period;0,20;19,90
Sunday 24.7.2022 19:00;No metering data available for this period;0,18;19,80
Sunday 24.7.2022 20:00;No metering data available for this period;0,77;19,80
Sunday 24.7.2022 21:00;No metering data available for this period;0,97;19,30
Sunday 24.7.2022 22:00;0,72;No metering data available for this period;18,80
Sunday 24.7.2022 23:00;0,22;No metering data available for this period;18,60
Monday 25.7.2022 00:00;0,19;No metering data available for this period;18,20
Monday 25.7.2022 01:00;0,21;No metering data available for this period;17,70
Monday 25.7.2022 02:00;0,21;No metering data available for this period;17,00
